name,Draft.Year,Overall,Round,Age,Draft_Age,D3_Nat,D4_Nat,D1_Pos,D2_Pos,CareerGP,Yr1GP,Yr1TOI,Yr1Pts,Yr2GP,Yr2TOI,Yr2Pts,Yr3GP,Yr3TOI,Yr3Pts,Yr4GP,Yr4TOI,Yr4Pts,Yr5GP,Yr5TOI,Yr5Pts,Yr6GP,Yr6TOI,Yr6Pts,Yr7GP,Yr7TOI,Yr7Pts,Great_160
Christian Ehrhoff,2001,106,4,33,19,0,0,0,1,741,0,0,0,0,0,0,41,630,12,64,1140,23,82,1523,33,77,1673,22,77,1635,42,1
Christoph Schubert,2001,127,4,33,19,0,0,0,1,315,0,0,0,0,0,0,0,0,0,0,0,0,56,622,10,80,898,25,82,1113,24,1
Dennis Seidenberg,2001,172,6,34,20,0,0,0,1,697,0,0,0,58,976,13,5,87,0,63,1070,18,52,841,8,47,885,15,70,1563,30,1
Marcel Goc,2001,20,1,32,18,0,0,1,0,636,0,0,0,0,0,0,0,0,0,0,0,0,81,948,22,78,937,13,51,545,8,1
Dany Heatley,2000,2,1,34,19,0,0,0,0,869,0,0,0,82,1631,67,77,1690,89,31,616,25,82,1734,103,82,1725,105,71,1543,82,1
Nicklas Jensen,2011,29,1,22,18,0,0,0,0,24,0,0,0,2,28,0,17,266,6,5,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Oliver Lauridsen,2009,196,7,26,20,0,0,0,1,16,0,0,0,0,0,0,0,0,0,15,227,3,1,10,0,NA,NA,NA,NA,NA,NA,0
Mikkel Boedker,2008,8,1,25,18,0,0,0,0,383,78,1212,28,14,122,3,34,371,14,82,1118,24,48,887,26,82,1428,51,45,787,28,1
Philip Larsen,2008,149,5,25,18,0,0,0,1,125,0,0,0,2,25,1,6,81,2,55,988,11,32,476,5,30,515,12,NA,NA,NA,0
Lars Eller,2007,13,1,26,18,0,0,1,0,363,0,0,0,0,0,0,7,76,2,77,858,17,79,1210,28,46,682,30,77,1229,26,1
Jannik Hansen,2004,287,9,29,18,0,0,0,0,470,0,0,0,0,0,0,5,58,0,55,688,21,47,580,15,82,1206,29,82,1222,39,1
Peter Regin,2004,87,3,29,18,0,0,1,0,243,0,0,0,0,0,0,0,0,0,11,116,2,75,967,29,55,736,17,10,141,4,1
Frans Nielsen,2002,87,3,31,18,0,0,1,0,525,0,0,0,0,0,0,0,0,0,0,0,0,15,78,2,16,139,3,59,976,33,1
Leo Komarov,2006,180,6,28,19,0,0,1,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,585,9,0
Iiro Pakarinen,2011,184,7,24,20,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,172,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Joel Armia,2011,16,1,22,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jyrki Jokipakka,2011,195,7,24,20,0,0,0,1,51,0,0,0,0,0,0,0,0,0,51,842,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Markus Granlund,2011,45,2,22,18,0,0,1,0,55,0,0,0,0,0,0,7,85,3,48,642,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Miikka Salomaki,2011,52,2,22,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Joonas Rask,2010,198,7,25,20,0,0,1,0,2,0,0,0,0,0,0,2,16,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mikael Granlund,2010,9,1,23,18,0,0,1,0,158,0,0,0,0,0,0,27,356,8,63,1091,41,68,1217,39,NA,NA,NA,NA,NA,NA,0
Teemu Pulkkinen,2010,111,4,23,18,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,22,0,31,356,8,NA,NA,NA,NA,NA,NA,0
Erik Haula,2009,182,7,24,18,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,46,467,15,72,875,14,NA,NA,NA,0
Joonas Nattinen,2009,65,3,24,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,NA,NA,NA,NA,NA,NA,0
Rasmus Rissanen,2009,178,6,24,18,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,90,0,NA,NA,NA,0
Sami Vatanen,2009,106,4,24,18,0,0,0,1,123,0,0,0,0,0,0,0,0,0,8,127,2,48,838,21,67,1438,37,NA,NA,NA,0
Jori Lehtera,2008,65,3,27,20,0,0,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1216,44,0
Teemu Hartikainen,2008,163,6,25,18,0,0,1,0,52,0,0,0,0,0,0,12,209,5,17,221,5,23,243,3,NA,NA,NA,NA,NA,NA,0
Jesse Joensuu,2006,60,2,28,18,0,0,0,0,129,0,0,0,0,0,0,7,85,3,11,123,1,42,486,9,7,71,2,42,392,5,0
Oskar Osala,2006,97,4,27,18,0,0,0,0,3,0,0,0,0,0,0,2,17,0,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Petteri Wirtanen,2006,172,6,29,20,0,0,1,0,3,0,0,0,3,13,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Masi Marjamaki,2005,144,5,30,20,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Perttu Lindgren,2005,75,3,28,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,NA,NA,NA,NA,NA,NA,0
Teemu Laakso,2005,78,3,28,18,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,7,76,0,1,3,0,9,104,0,0
Janne Pesonen,2004,269,9,33,22,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Lauri Korpikoski,2004,19,1,29,18,0,0,0,0,469,0,0,0,0,0,0,0,0,0,68,742,14,71,874,11,79,1227,40,82,1405,37,1
Lauri Tukonen,2004,11,1,29,18,0,0,0,0,5,0,0,0,4,26,0,1,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Lennart Petrell,2004,190,6,31,20,0,0,1,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,578,9,0
Petri Kontiola,2004,196,7,31,19,0,0,1,0,12,0,0,0,0,0,0,12,175,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Petteri Nokelainen,2004,16,1,29,18,0,0,1,0,245,15,117,2,57,472,10,50,563,9,67,823,13,56,493,7,NA,NA,NA,NA,NA,NA,1
Sami Lepisto,2004,66,3,31,19,0,0,0,1,176,0,0,0,0,0,0,7,93,1,7,137,4,66,1203,11,70,1229,16,26,275,3,1
Esa Pirnes,2003,174,6,38,26,0,0,1,0,57,57,670,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Lasse Kukkonen,2003,151,5,34,21,0,0,0,1,159,10,136,1,74,1266,14,53,834,5,22,236,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Ilkka Pikkarainen,2002,218,7,34,21,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarkko Immonen,2002,254,8,33,20,0,0,1,0,20,0,0,0,0,0,0,0,0,0,6,62,2,14,145,6,NA,NA,NA,NA,NA,NA,0
Joni Pitkanen,2002,4,1,32,18,0,0,0,1,535,0,0,0,71,1177,27,58,1375,46,77,1890,43,63,1520,26,71,1761,33,71,1944,46,1
Lasse Pirjeta,2002,133,5,41,28,0,0,1,0,146,51,585,21,70,800,22,25,231,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mikko Luoma,2002,181,6,39,26,0,0,0,1,3,0,0,0,3,53,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Sean Bergenheim,2002,22,1,31,18,0,0,0,0,506,0,0,0,18,161,2,28,372,9,78,878,22,59,841,24,63,886,23,80,1118,29,1
Tom Koivisto,2002,253,8,41,28,0,0,0,1,22,22,368,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Valtteri Filppula,2002,95,3,31,18,0,0,1,0,640,0,0,0,0,0,0,0,0,0,4,29,1,73,822,17,78,1323,36,80,1288,40,1
Jussi Jokinen,2001,192,6,32,18,0,0,1,0,741,0,0,0,0,0,0,0,0,0,0,0,0,81,1099,55,82,1140,48,72,1041,42,1
Jussi Timonen,2001,146,5,32,18,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,199,4,NA,NA,NA,0
Kari Haakana,2001,248,8,41,27,0,0,0,1,13,0,0,0,13,103,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Martti Jarventie,2001,109,4,39,25,0,0,0,1,1,1,13,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mikko Koivu,2001,6,1,32,18,0,0,1,0,681,0,0,0,0,0,0,0,0,0,0,0,0,64,850,21,82,1433,54,57,1191,42,1
Mikko Lehtonen,2001,83,3,37,23,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timo Parssinen,2001,102,4,38,24,0,0,0,0,17,17,200,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tomi Maki,2001,108,4,32,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,NA,NA,NA,0
Toni Dahlman,2001,286,9,36,22,0,0,0,0,22,10,71,1,12,74,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tony Virta,2001,103,4,43,29,0,0,0,0,8,8,107,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tuomas Pihlman,2001,48,2,32,18,0,0,0,0,15,0,0,0,0,0,0,2,14,0,11,111,2,2,13,0,NA,NA,NA,NA,NA,NA,0
Tuomo Ruutu,2001,9,1,32,18,0,0,0,0,702,0,0,0,0,0,0,82,1345,44,15,221,5,71,1232,38,77,1224,32,79,1447,54,1
Antti Miettinen,2000,224,7,35,20,0,0,0,0,539,0,0,0,0,0,0,0,0,0,16,158,1,79,956,31,74,1060,25,69,965,34,1
Jarno Kultanen,2000,174,6,42,27,0,0,0,1,102,62,1208,10,38,493,3,2,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jukka Hentunen,2000,176,6,41,26,0,0,0,0,38,0,0,0,38,440,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Olli Malmivaara,2000,117,4,33,18,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petteri Nummelin,2000,133,5,42,27,0,0,0,1,139,61,1051,16,51,1035,20,27,414,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Tomi Pettinen,2000,267,9,38,23,0,0,0,1,24,0,0,0,0,0,0,2,23,0,4,42,0,18,264,0,NA,NA,NA,NA,NA,NA,0
Hannes Hyvonen,1999,257,9,40,24,0,0,0,0,42,0,0,0,0,0,0,6,34,0,36,361,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Jani Rita,1999,13,1,34,18,0,0,0,0,66,0,0,0,0,0,0,1,6,0,12,114,4,2,9,0,51,445,10,NA,NA,NA,0
Mikko Eloranta,1999,247,9,43,27,0,0,0,0,264,50,615,18,62,647,23,77,911,18,75,962,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Niklas Hagman,1999,70,3,35,19,0,0,0,0,770,0,0,0,0,0,0,78,1079,28,80,1081,23,75,1109,23,84,1029,21,82,1183,29,1
Riku Hahl,1999,183,6,34,18,0,0,1,0,92,0,0,0,0,0,0,22,208,5,42,464,7,28,344,1,NA,NA,NA,NA,NA,NA,0
Tommi Santala,1999,245,9,36,20,0,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,33,334,3,30,221,6,NA,NA,NA,0
Tony Salmelainen,1999,41,2,34,18,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,13,125,1,57,563,17,NA,NA,NA,0
Jarkko Ruutu,1998,68,3,40,23,0,0,0,0,652,0,0,0,8,70,1,21,224,6,49,499,9,36,323,4,71,815,14,82,960,17,1
Mikko Jokela,1998,96,4,35,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,NA,NA,NA,NA,NA,NA,0
Niko Kapanen,1998,173,6,37,20,0,0,1,0,397,0,0,0,0,0,0,0,0,0,9,88,1,82,1201,34,67,771,6,81,1152,35,1
Ossi Vaananen,1998,43,2,35,18,0,0,0,1,479,0,0,0,0,0,0,81,1552,16,76,1536,14,67,1290,9,79,1520,6,53,719,4,1
Xavier Ouellet,2011,48,2,22,18,0,0,0,1,25,0,0,0,0,0,0,4,58,0,21,344,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Max Sauve,2008,47,2,25,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Luca Sbisa,2008,19,1,25,18,0,0,0,1,342,39,682,7,8,101,0,68,1142,11,80,1434,24,41,813,8,30,512,6,76,1427,11,1
Ryan O'Marra,2005,15,1,28,18,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1,21,231,5,9,84,1,0
Konstantin Pushkarev,2003,44,2,30,18,0,0,0,0,17,0,0,0,0,0,0,1,10,1,16,147,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexander Perezhogin,2001,25,1,32,18,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,67,679,19,61,723,15,NA,NA,NA,0
Pavel Vorobiev,2000,11,1,33,18,0,0,0,0,57,0,0,0,0,0,0,0,0,0,18,230,4,39,558,21,NA,NA,NA,NA,NA,NA,0
Nik Antropov,1998,10,1,35,18,0,0,1,0,788,0,0,0,66,845,30,52,522,17,11,98,2,72,1080,45,62,948,31,57,887,31,1
Viktor Tikhonov,2008,28,1,27,20,0,0,0,0,61,61,740,16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Arturs Kulda ,2006,200,7,27,18,0,0,0,1,15,0,0,0,0,0,0,0,0,0,4,48,2,2,22,0,9,98,0,NA,NA,NA,0
Kaspars Daugavins,2006,91,3,27,18,0,0,0,0,91,0,0,0,0,0,0,0,0,0,1,8,0,65,737,11,25,275,4,NA,NA,NA,0
Oskars Bartulis,2005,91,3,28,18,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,53,741,9,13,169,0,NA,NA,NA,0
Martins Karsums,2004,64,2,29,18,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,269,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Janis Sprukts,2000,234,8,33,18,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,82,3,0
Kaspars Astashenko,1999,127,5,40,24,0,0,0,1,23,8,134,1,15,103,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Karlis Skrastins,1998,230,9,41,24,0,0,0,1,832,2,24,1,59,1230,11,82,1574,12,82,1679,17,82,1664,13,82,1789,13,82,1789,14,1
Akim Aliu,2007,56,2,26,18,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,22,3,5,54,0,NA,NA,NA,0
Jonas Holos,2008,170,6,28,21,0,0,0,1,39,0,0,0,0,0,0,39,704,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Ole-Kristian Tollefsen,2002,65,3,31,18,0,0,0,1,163,0,0,0,0,0,0,0,0,0,5,82,0,70,996,5,51,628,4,19,196,1,1
Wojtek Wolski,2004,21,1,29,18,0,0,0,0,451,9,88,6,76,1180,50,77,1227,48,78,1434,42,80,1499,65,73,1064,35,31,427,12,1
Alexander Khokhlachev,2011,40,2,22,18,0,0,1,0,4,0,0,0,0,0,0,1,15,0,3,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexey Marchenko,2011,205,7,23,19,0,0,0,1,14,0,0,0,0,0,0,1,13,0,13,201,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Dmitrij Jaskin,2011,41,2,22,18,0,0,0,0,74,0,0,0,2,15,0,18,191,2,54,727,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nikita Kucherov,2011,58,2,22,18,0,0,0,0,134,0,0,0,0,0,0,52,682,18,82,1226,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nikita Nesterov,2011,148,5,22,18,0,0,0,1,27,0,0,0,0,0,0,0,0,0,27,433,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Vladislav Namestnikov,2011,27,1,22,18,0,0,1,0,47,0,0,0,0,0,0,4,38,0,43,516,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexander Burmistrov,2010,8,1,23,18,0,0,1,0,194,74,978,20,76,1266,28,44,688,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Evgeny Kuznetsov,2010,26,1,23,18,0,0,1,0,97,0,0,0,0,0,0,0,0,0,17,229,9,80,1066,37,NA,NA,NA,NA,NA,NA,0
Stanislav Galiev,2010,86,3,23,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,1,NA,NA,NA,NA,NA,NA,0
Vladimir Tarasenko,2010,16,1,23,18,0,0,0,0,179,0,0,0,0,0,0,38,510,19,64,971,43,77,1357,73,NA,NA,NA,NA,NA,NA,1
Anton Klementyev,2009,122,5,25,19,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Dmitry Kulikov,2009,14,1,24,18,0,0,0,1,386,68,1220,16,72,1436,26,58,1268,28,34,713,10,81,1757,19,73,1556,22,NA,NA,NA,1
Dmitry Orlov,2009,55,2,24,18,0,0,0,1,119,0,0,0,0,0,0,60,1012,19,5,75,1,54,1058,11,NA,NA,NA,NA,NA,NA,0
Andrei Loktionov,2008,123,5,25,18,0,0,1,0,155,0,0,0,1,12,0,19,280,7,39,489,7,28,399,12,68,883,22,NA,NA,NA,0
Evgeny Grachev,2008,75,3,25,18,0,0,1,0,34,0,0,0,0,0,0,8,62,0,26,243,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nikita Filatov,2008,6,1,25,18,0,0,0,0,53,8,65,4,13,105,2,23,283,7,9,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Slava Voynov,2008,32,2,25,18,0,0,0,1,190,0,0,0,0,0,0,0,0,0,54,1001,20,48,1071,25,82,1829,34,6,139,2,1
Evgeni Dadonov,2007,71,3,26,18,0,0,0,0,55,0,0,0,0,0,0,4,53,0,36,513,17,15,151,3,NA,NA,NA,NA,NA,NA,0
Maksim Mayorov,2007,94,4,26,18,0,0,0,0,22,0,0,0,3,17,0,4,31,0,5,44,1,10,107,2,NA,NA,NA,NA,NA,NA,0
Alexander Vasyunov,2006,58,2,27,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,207,5,NA,NA,NA,NA,NA,NA,0
Artem Anisimov,2006,54,2,27,18,0,0,1,0,412,0,0,0,0,0,0,1,9,0,82,1058,28,82,1329,44,79,1217,36,35,574,18,1
Ivan Vishnevskiy,2006,27,1,27,18,0,0,0,1,5,0,0,0,0,0,0,3,59,2,2,33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Nikolai Kulemin,2006,44,2,29,20,0,0,0,0,503,0,0,0,0,0,0,73,1008,31,78,1277,36,82,1421,57,70,1066,28,48,803,23,1
Sergei Shirokov,2006,163,6,29,20,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,77,0,2,21,1,NA,NA,NA,NA,NA,NA,0
Vladimir Zharkov,2006,77,3,27,18,0,0,0,0,82,0,0,0,0,0,0,0,0,0,40,458,10,38,431,4,4,20,0,NA,NA,NA,0
Andrei Zubarev,2005,187,6,28,18,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,1,NA,NA,NA,0
Ilya Zubov,2005,98,4,28,18,0,0,1,0,11,0,0,0,0,0,0,1,15,0,10,103,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alex Ovechkin,2004,1,1,30,18,0,0,0,0,760,81,1751,106,82,1754,92,82,1894,112,79,1817,110,72,1569,109,79,1688,85,78,1544,65,1
Alexander Nikulin,2004,122,4,30,19,0,0,1,0,3,0,0,0,0,0,0,2,10,0,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexander Radulov,2004,15,1,29,18,0,0,0,0,154,0,0,0,64,745,37,81,1328,58,9,174,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexei Emelin,2004,84,3,29,18,0,0,0,1,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1159,7,1
Enver Lisin,2004,50,2,29,18,0,0,0,0,135,0,0,0,17,256,2,13,188,5,48,712,21,57,637,14,NA,NA,NA,NA,NA,NA,0
Evgeni Malkin,2004,2,1,29,18,0,0,1,0,587,0,0,0,78,1494,85,82,1748,106,82,1846,113,67,1397,77,43,852,37,75,1577,109,1
Nikita Nikitin,2004,136,5,29,18,0,0,0,1,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,672,9,61,1415,32,1
Alexander Semin,2002,13,1,31,18,0,0,0,0,635,0,0,0,52,656,22,77,1417,73,63,1065,42,62,1193,79,73,1396,84,65,1175,54,1
Alexei Kaigorodov,2002,47,2,32,19,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,29,1,NA,NA,NA,NA,NA,NA,0
Denis Grebeshkov,2002,18,1,32,18,0,0,0,1,234,0,0,0,4,74,1,29,483,5,71,1198,18,72,1524,39,51,1092,21,7,96,1,1
Alexander Svitov,2001,3,1,32,18,0,0,1,0,179,0,0,0,63,557,8,40,469,11,76,1047,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Dmitri Bykov,2001,258,8,38,24,0,0,0,1,71,0,0,0,71,1304,12,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Evgeny Artyukhin,2001,94,3,32,18,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,72,628,17,73,779,16,54,482,16,1
Fedor Fedorov,2001,66,3,34,20,0,0,1,0,18,0,0,0,7,64,1,8,88,1,3,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Fedor Tyutin,2001,40,2,32,18,0,0,0,1,742,0,0,0,0,0,0,25,503,7,77,1583,25,66,1322,14,82,1676,20,82,1928,34,1
Ilya Kovalchuk,2001,1,1,32,18,0,0,0,0,816,65,1205,51,81,1575,67,81,1919,87,78,1746,98,82,1765,76,79,1699,87,79,1723,91,1
Maxim Kondratiev,2001,168,6,32,18,0,0,0,1,40,0,0,0,0,0,0,7,109,0,29,472,3,4,30,0,NA,NA,NA,NA,NA,NA,0
Stanislav Chistov,2001,5,1,32,18,0,0,0,0,196,0,0,0,79,1073,30,56,690,18,61,519,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Timofei Shishkanov,2001,33,2,32,18,0,0,0,0,24,0,0,0,0,0,0,2,13,0,22,186,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alex Frolov,2000,20,1,33,18,0,0,0,0,579,0,0,0,0,0,0,79,1136,31,77,1326,48,69,1332,54,82,1635,71,71,1335,67,1
Alexander Kharitonov,2000,81,3,39,24,0,0,0,0,71,66,770,22,5,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexander Suglobov,2000,56,2,33,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,8,0,3,36,1,14,104,0,NA,NA,NA,0
Alexei Smirnov,2000,12,1,33,18,0,0,0,0,52,0,0,0,0,0,0,44,389,5,8,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anton Volchenkov,2000,21,1,33,18,0,0,0,1,696,0,0,0,0,0,0,57,884,16,19,248,3,75,1354,17,78,1660,19,67,1374,15,1
Igor Radulov,2000,74,3,33,18,0,0,0,0,43,0,0,0,0,0,0,7,106,5,36,441,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Maxim Sushinsky,2000,132,5,41,26,0,0,0,0,30,30,420,11,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mikhail Yakubov,2000,10,1,33,18,0,0,1,0,53,0,0,0,0,0,0,0,0,0,30,412,8,23,222,4,NA,NA,NA,NA,NA,NA,0
Nikita Alexeev,2000,8,1,33,18,0,0,0,0,159,0,0,0,44,503,8,37,426,6,78,1075,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Sergei Zinovjev,2000,73,3,35,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Alexander Khavanov,1999,232,8,43,27,0,0,0,1,348,0,0,0,74,1547,23,81,1395,24,81,1778,33,48,928,10,64,1096,12,NA,NA,NA,1
Alexei Semenov,1999,36,2,34,18,0,0,0,1,211,0,0,0,0,0,0,0,0,0,46,906,7,46,794,5,27,320,4,23,285,5,1
Kirill Safronov,1999,19,1,34,18,0,0,0,1,35,0,0,0,0,0,0,3,49,0,32,481,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Mikhail Kuleshov,1999,25,1,34,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,NA,NA,NA,NA,NA,NA,0
Oleg Saprykin,1999,11,1,34,18,0,0,0,0,325,4,50,1,59,718,23,3,40,0,52,618,23,69,952,29,67,918,25,71,885,36,1
Andrei Bashkirov,1998,132,5,45,28,0,0,0,0,30,10,70,0,2,10,0,18,210,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Andrei Markov,1998,162,6,36,19,0,0,0,1,846,0,0,0,0,0,0,63,1064,23,56,966,24,79,1840,37,69,1482,28,67,1578,46,1
Artem Chubarov,1998,31,2,35,18,0,0,1,0,228,0,0,0,49,574,9,1,15,0,51,644,10,62,889,20,65,915,19,NA,NA,NA,1
Denis Arkhipov,1998,60,3,36,19,0,0,1,0,352,0,0,0,0,0,0,40,397,13,82,1289,42,79,1196,35,72,1006,21,79,1241,27,1
Dmitri Kalinin,1998,18,1,35,18,0,0,0,1,539,0,0,0,4,68,0,79,1566,22,58,1047,13,65,1409,21,77,1778,34,55,922,18,1
Dmitry Afanasenkov,1998,72,3,35,18,0,0,0,0,227,0,0,0,0,0,0,9,103,2,5,25,0,71,877,16,68,662,15,74,779,21,1
Evgeny Korolev,1998,182,7,37,20,0,0,0,1,42,0,0,0,17,275,3,8,133,0,17,176,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Pavel Datsyuk,1998,171,6,37,20,0,0,1,0,887,0,0,0,0,0,0,0,0,0,70,955,35,64,989,51,75,1370,68,75,1342,87,1
Petr Schastlivy,1998,101,4,36,19,0,0,0,0,129,0,0,0,13,160,7,17,193,5,1,3,1,33,440,19,65,660,8,NA,NA,NA,0
Adam Larsson,2011,4,1,22,18,0,0,0,1,192,65,1340,18,37,670,6,26,462,3,64,1342,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
